dataset,file,split,horizon_ratio,tilt_deg,bbox_mean_cy,interpretation
curb,image632_jpg.rf.618c6ae55e64a8d40b437b7864121a2c.jpg,train,0.415,10.4,0.554,고각도(내려다봄)
curb,curb7_jpg.rf.fe3ee283f9eb238b94bcbf04d5e24177.jpg,train,0.088,-19.1,0.152,눈높이(정면)
curb,image261_jpg.rf.c98c6f9aa7a702c71c057f703e39db4e.jpg,train,0.387,7.8,0.753,고각도(내려다봄)
curb,image442_jpg.rf.a0f71d6096a0089ef60cc140032b5975.jpg,train,0.286,-1.3,0.559,고각도(내려다봄)
curb,image13_jpg.rf.689e0c2a06935c551bb6f28b81507976.jpg,train,0.848,49.3,0.518,고각도(내려다봄)
curb,image115_jpg.rf.b69c4b4bc66a1fc319d964aaee900015.jpg,train,0.141,-14.3,0.729,고각도(내려다봄)
curb,image241_jpg.rf.ce0d50d449c9ba1d9d942f8e393a297c.jpg,train,0.459,14.3,0.804,고각도(내려다봄)
curb,image342_jpg.rf.f809235fc502c9d128de89b758050878.jpg,train,0.488,16.9,0.0,눈높이(정면)
curb,image290_jpg.rf.2dfd12c599bc5bf335ad4c075e88a881.jpg,train,0.091,-18.8,0.632,고각도(내려다봄)
curb,image38_jpg.rf.1d66b32f6b46dec5cc6891560bcd4caf.jpg,train,0.639,30.5,0.52,고각도(내려다봄)
curb,5b2af87474c0e14fa79182f20c9d520_jpg.rf.1e3f73a4d8775201d6743cf4f309ba94.jpg,train,0.923,56.1,0.324,눈높이(정면)
curb,image274_jpg.rf.4e6e234996125c53250bf8462ffc70d3.jpg,train,0.158,-12.8,0.642,고각도(내려다봄)
curb,image636_jpg.rf.58233e7d1cc0be0b05824245ea14359a.jpg,train,0.164,-12.2,0.0,눈높이(정면)
curb,image552_jpg.rf.202a69fc1777c7d638f9f0c09b5761d8.jpg,train,0.25,-4.5,0.374,눈높이(정면)
curb,image191_jpg.rf.808821ef0ccb5fb484e89495c29a6769.jpg,train,0.555,23.0,0.426,눈높이(정면)
curb,image43_jpg.rf.d624a0d0755c1656d2b8db29b606470b.jpg,train,0.855,50.0,0.72,고각도(내려다봄)
curb,image647_jpg.rf.e02eaafc5edd8152f8f4cc39188995b8.jpg,train,0.409,9.8,0.0,눈높이(정면)
curb,image482_jpg.rf.f2c8021a777fa7397c1842f405159dc3.jpg,train,0.218,-7.4,0.455,눈높이(정면)
curb,image311_jpg.rf.0c9643e70c6e5a71728a938b53c520a2.jpg,train,0.464,14.8,0.432,눈높이(정면)
curb,image27_jpg.rf.7e0dbea36347b9c5c8c2be6bf985d298.jpg,train,0.549,22.4,0.416,눈높이(정면)
curb,image510_jpg.rf.48f50e66411cabfa92dde9e437619236.jpg,train,0.403,9.3,0.605,고각도(내려다봄)
curb,image551_jpg.rf.9624d7230e589ba9ba0e625cec6c1655.jpg,train,0.35,4.5,0.0,눈높이(정면)
curb,image365_jpg.rf.cbb0943636fb01055e43029631ec4b2a.jpg,train,0.1,-18.0,0.272,눈높이(정면)
curb,image133_jpg.rf.9294487674e79e3645bac9d33ea9212e.jpg,train,0.495,17.6,0.418,눈높이(정면)
curb,0aa86afc0f1cd12d36bbc3f4201935a8_jpg.rf.31a41800546f604452e2e6053e41ae42.jpg,train,0.654,31.9,0.977,고각도(내려다봄)
curb,image539_jpg.rf.cf476b1b8f8b182cf7431ae041804527.jpg,train,0.1,-18.0,0.4,눈높이(정면)
curb,image101_jpg.rf.818a07da90a82832e7268f6125ad8d73.jpg,train,0.772,42.5,0.436,눈높이(정면)
curb,image155_jpg.rf.b0d8958cf26e0a684d6e95555106b34e.jpg,train,0.837,48.3,0.509,고각도(내려다봄)
curb,image266_jpg.rf.6950a9b357939fb22cd718444e5ac4d0.jpg,train,0.252,-4.4,0.54,고각도(내려다봄)
curb,image5_jpg.rf.e5d2b05ff5a20108622d352201c5c9d5.jpg,train,0.745,40.1,0.632,고각도(내려다봄)
curb,image94_jpg.rf.457920716b12d9829e503042b29869b0.jpg,train,0.777,43.0,0.399,눈높이(정면)
curb,image518_jpg.rf.403e010ebfaf49a14387783331b724c4.jpg,train,0.47,15.3,0.344,눈높이(정면)
curb,image457_jpg.rf.75bdfdb8084da9c197b955ac7f31910f.jpg,train,0.172,-11.5,0.497,눈높이(정면)
curb,image388_jpg.rf.e92fb2c9824349ef299a5b4236dee90f.jpg,train,0.147,-13.8,0.395,눈높이(정면)
curb,image161_jpg.rf.5899669f92eced52c19735c2b7db0abc.jpg,train,0.905,54.4,1.0,고각도(내려다봄)
curb,image52_jpg.rf.95ca44437a29e464164a20fd1a01698d.jpg,train,0.164,-12.3,0.597,고각도(내려다봄)
curb,image278_jpg.rf.d73801b57cb5912b1adb952186f10fff.jpg,train,0.376,6.8,0.617,고각도(내려다봄)
curb,image307_jpg.rf.5a5d6913faaf7c22f4b9c053d0fa6788.jpg,train,0.234,-5.9,0.439,눈높이(정면)
curb,1c856bdd98f34174c0d18316ed2bd897_jpg.rf.2b2c835d4caafb586f81333e6b97d7bb.jpg,train,0.704,36.4,0.872,고각도(내려다봄)
curb,image253_jpg.rf.adf7ff133aefae238c1326af5b42bbaa.jpg,train,0.108,-17.3,0.491,눈높이(정면)
curb,0ec0b4181a790844928e0d1dd145ac09_jpg.rf.155394f1734a13a749b50aaef651a266.jpg,train,0.698,35.9,0.875,고각도(내려다봄)
curb,image183_jpg.rf.ee1ed2b9a552c339a83d56eb3b2a9065.jpg,train,0.219,-7.3,0.911,고각도(내려다봄)
curb,image379_jpg.rf.edc26e598f0b0924c12ae3657ac7b914.jpg,train,0.238,-5.6,0.554,고각도(내려다봄)
curb,curb7_jpg.rf.5da308a2bf274c66546b70a23a717c3c.jpg,train,0.045,-22.9,0.123,눈높이(정면)
curb,image91_jpg.rf.67334ee8864b5bfe8ab5e4e5c39604a5.jpg,train,0.711,37.0,0.547,고각도(내려다봄)
curb,image128_jpg.rf.fa10fdc240ba3776762a4e10fa6db079.jpg,train,0.773,42.6,0.48,눈높이(정면)
curb,image42_jpg.rf.a81c873af77ed7cc6fa5e30b38f43169.jpg,train,0.719,37.7,0.377,눈높이(정면)
curb,image684_jpg.rf.ce137bb3ff538cff456770e7df959158.jpg,train,0.185,-10.3,0.536,고각도(내려다봄)
curb,image123_jpg.rf.33a53ab47791224156d5e487181b8d76.jpg,train,0.348,4.4,0.488,눈높이(정면)
curb,image161_jpg.rf.5ca253a9c8a44cb1487206d0f0bddc95.jpg,train,0.856,50.1,1.0,고각도(내려다봄)
curb,image148_jpg.rf.0b4ea309f45011e58965724e836e6f78.jpg,train,0.199,-9.1,0.578,고각도(내려다봄)
curb,image700_jpg.rf.6a4bfb1d5c1768068dcdba9a9b3f251f.jpg,train,0.624,29.2,0.538,고각도(내려다봄)
curb,image600_jpg.rf.74b5a793d14699f7daad35fdc4121468.jpg,train,0.309,0.8,0.585,고각도(내려다봄)
curb,0ef8ed122712c125c75e0d7bb821c4f8_jpg.rf.5a6920d36e6fb44e29b7b13a3373ef26.jpg,train,0.721,37.9,0.823,고각도(내려다봄)
curb,image203_jpg.rf.87278de585ab94c7c05f523e285aa86e.jpg,train,0.414,10.3,0.436,눈높이(정면)
curb,image463_jpg.rf.b08e022196bbfa9ad593a04328529ba1.jpg,train,0.495,17.6,0.284,눈높이(정면)
curb,image414_jpg.rf.a11caafcf226b409f2e1ec50a77c82b3.jpg,train,0.344,3.9,0.621,고각도(내려다봄)
curb,image171_jpg.rf.5b118226e4e9e31bf5eec546e939006d.jpg,train,0.392,8.3,0.553,고각도(내려다봄)
curb,image287_jpg.rf.065efddf90012b73f3b614c033f0034f.jpg,train,0.599,26.9,0.222,눈높이(정면)
curb,image290_jpg.rf.5b92e04ad101f08409a1ebd00c47906d.jpg,train,0.068,-20.9,0.63,고각도(내려다봄)
curb,image221_jpg.rf.e25f4bd3c38d590e192630b5bca32266.jpg,train,0.14,-14.4,0.419,눈높이(정면)
curb,image483_jpg.rf.38b1f0aa7fbb93ecbc8e4e0ed509987b.jpg,train,0.559,23.3,0.427,눈높이(정면)
curb,image507_jpg.rf.428a80f186f77d681bdb0930b106278f.jpg,train,0.625,29.2,0.623,고각도(내려다봄)
curb,image157_jpg.rf.fc8b549ae75c23bdd4c3ecf6a1569774.jpg,train,0.452,13.6,1.0,고각도(내려다봄)
curb,image200_jpg.rf.612f94f0038829239243b4c4549645d3.jpg,train,0.619,28.7,0.698,고각도(내려다봄)
curb,image629_jpg.rf.b783177ed6ea07e423c2121981e61872.jpg,train,0.768,42.2,0.401,눈높이(정면)
curb,image74_jpg.rf.65930be5dd0cefd8857626a0bf8ee2f7.jpg,train,0.835,48.1,0.601,고각도(내려다봄)
curb,image505_jpg.rf.513a378358cfd9ee08814a21974fac28.jpg,train,0.496,17.6,0.568,고각도(내려다봄)
curb,image694_jpg.rf.e0ff46df438c6d399af1243c33875887.jpg,train,0.729,38.6,0.602,고각도(내려다봄)
curb,image27_jpg.rf.3d2843bf7bf1f214328ffefca296ebff.jpg,train,0.604,27.4,0.24,눈높이(정면)
curb,image64_jpg.rf.b6a5e6d2811d9b20de3906ef74abe1a4.jpg,train,0.712,37.1,0.47,눈높이(정면)
curb,curb11_jpg.rf.4d3dfd3818e10f2359a87357db33c884.jpg,train,0.1,-18.0,0.361,눈높이(정면)
curb,image511_jpg.rf.752c1364c3605a9cbbc1c82d44e62b42.jpg,train,0.581,25.3,0.309,눈높이(정면)
curb,image128_jpg.rf.59d738e6948f2ac5da07763ec00c0752.jpg,train,0.486,16.7,0.49,눈높이(정면)
curb,image149_jpg.rf.cd6ff748483cf29000b45b46c5586956.jpg,train,0.673,33.5,0.365,눈높이(정면)
curb,image13_jpg.rf.9744a4b4738b675c27dacdd32726214a.jpg,train,0.797,44.7,0.634,고각도(내려다봄)
curb,image175_jpg.rf.235f2f54ffce794ac9013c07e4d78688.jpg,train,0.232,-6.1,0.463,눈높이(정면)
curb,image644_jpg.rf.c5bd53225313baa1aae8c12f3f179b3d.jpg,train,0.371,6.4,0.555,고각도(내려다봄)
curb,image440_jpg.rf.48e4d3536164d4638e33e2e014822fb4.jpg,train,0.138,-14.6,0.382,눈높이(정면)
curb,image56_jpg.rf.fd67e26c32274f6820591aa2393fd98c.jpg,train,0.608,27.7,0.681,고각도(내려다봄)
curb,image77_jpg.rf.5940563487476ee5c962e5ecefc3aa18.jpg,train,0.705,36.5,0.474,눈높이(정면)
curb,image44_jpg.rf.71b97bbccb87c2d6a3cdeb99a0dc433a.jpg,train,0.213,-7.8,0.491,눈높이(정면)
curb,image168_jpg.rf.089df5d8de54a64339d625443cf77dcf.jpg,train,0.477,16.0,0.443,눈높이(정면)
curb,image43_jpg.rf.c117bde9cead9ee8a3e95c2387641ab2.jpg,train,0.721,37.9,0.497,눈높이(정면)
curb,image35_jpg.rf.300cab19769a45e543315f5d4d25cced.jpg,train,0.18,-10.8,0.708,고각도(내려다봄)
curb,image240_jpg.rf.cee0deed97548825f9819560544cf880.jpg,train,0.653,31.8,0.371,눈높이(정면)
curb,image237_jpg.rf.991372b160967fa1da8d946a8e633ba1.jpg,train,0.234,-5.9,0.506,고각도(내려다봄)
curb,image432_jpg.rf.5609ff1b69aee209204d8f17e76377dd.jpg,train,0.233,-6.0,0.604,고각도(내려다봄)
curb,image566_jpg.rf.ed565eef9d88afb29d3249d406c3fc97.jpg,train,0.321,1.9,0.266,눈높이(정면)
curb,image106_jpg.rf.4ca479241b2f36b8692bf40b1ebfd4ec.jpg,train,0.157,-12.9,0.408,눈높이(정면)
curb,image64_jpg.rf.02def422b6da3702929303f7ee7b4d0a.jpg,train,0.871,51.4,0.467,눈높이(정면)
curb,image432_jpg.rf.1abce2d7566bdb81fcbb9f24756e2b91.jpg,train,0.164,-12.2,0.608,고각도(내려다봄)
curb,image194_jpg.rf.89b0731b490a438b7ad53d1117367956.jpg,train,0.271,-2.6,0.644,고각도(내려다봄)
curb,image199_jpg.rf.eebd353968288c6d8d667a451fdec5e0.jpg,train,0.158,-12.8,0.286,눈높이(정면)
curb,image425_jpg.rf.9c9707ae59e95a78247a99750322b1bd.jpg,train,0.269,-2.8,0.353,눈높이(정면)
curb,image300_jpg.rf.2c317fae6ff0fa639058ceaf1fef85ce.jpg,train,0.183,-10.5,0.116,눈높이(정면)
curb,image522_jpg.rf.169c34954f7ea80f60b55eba64121554.jpg,train,0.422,11.0,0.418,눈높이(정면)
curb,image555_jpg.rf.d6aad54b952b1d98ae5dc0f9efffcd04.jpg,train,0.45,13.5,0.385,눈높이(정면)
curb,image60_jpg.rf.6129e4cd7df29430e143b45a4a8b1814.jpg,train,0.736,39.2,0.598,고각도(내려다봄)
curb,image157_jpg.rf.803c8496fed1c3e6f9b11c2de1cc8808.jpg,train,0.312,1.1,1.0,고각도(내려다봄)
curb,13e5181e414f59e2defbbe69d3715e0_jpg.rf.13c13d41c533df094c74d55be923445c.jpg,train,0.339,3.5,0.617,고각도(내려다봄)
curb,image410_jpg.rf.4c0dd132eb0f2f2163439e689d02a8c4.jpg,train,0.673,33.6,0.5,고각도(내려다봄)
curb,image484_jpg.rf.4d03be97d1632377d301a85f0a8b6f1f.jpg,train,0.569,24.2,0.581,고각도(내려다봄)
curb,image123_jpg.rf.c6c2fbfbc8ae9bd655e0356d3014fc89.jpg,train,0.29,-0.9,0.466,눈높이(정면)
curb,image400_jpg.rf.a360e542c4b5a9cd64a9fcc539e97347.jpg,train,0.21,-8.1,0.416,눈높이(정면)
curb,image433_jpg.rf.f7fdef3c238b46ccd6cad22866dd4d4a.jpg,train,0.627,29.4,0.583,고각도(내려다봄)
curb,0a91a12fa5debbc1a7fd353ce0cceb20_jpg.rf.fcc1e6b8bd8b6b8e11661d779790d7e3.jpg,train,0.475,15.8,0.776,고각도(내려다봄)
curb,image165_jpg.rf.27de818eb38f3aa777427706e34e18c4.jpg,train,0.534,21.1,0.827,고각도(내려다봄)
curb,image400_jpg.rf.bb5894599369cf1bb10cb9becb2c7ad3.jpg,train,0.169,-11.8,0.408,눈높이(정면)
curb,curb14_jpg.rf.b31d2aa173c40585ea9187de9af1ed21.jpg,train,0.266,-3.0,0.438,눈높이(정면)
curb,image41_jpg.rf.1a9d51829588c21975e1d8b44304935d.jpg,train,0.47,15.3,0.422,눈높이(정면)
curb,image221_jpg.rf.aeb044b99f6550e8e597b224dbbfad94.jpg,train,0.189,-10.0,0.411,눈높이(정면)
curb,image518_jpg.rf.a6336643eb0fc21cb0a35f00dd64b6b4.jpg,train,0.468,15.1,0.341,눈높이(정면)
curb,b090e7b94f80676aca58e5a9962c786_jpg.rf.5d01bc4a3a6e1021920d6cae3df1f6f5.jpg,train,0.401,9.1,0.668,고각도(내려다봄)
curb,image31_jpg.rf.4affc1d4395d52d82ec0a70c3414fe92.jpg,train,0.648,31.3,0.578,고각도(내려다봄)
curb,image73_jpg.rf.d8d967a0d603a742da4e3dece5ba787a.jpg,train,0.479,16.1,0.0,눈높이(정면)
curb,image203_jpg.rf.57d1d333c3de24aef742f8cdc20ddbf5.jpg,train,0.688,34.9,0.504,고각도(내려다봄)
curb,0a63abf3dd241f30cc590d306d9f2637_jpg.rf.9bee47f404b93e98b159970de3dd609e.jpg,train,0.695,35.6,0.891,고각도(내려다봄)
curb,image85_jpg.rf.6143d3d324918a4ae8b42b383cd01593.jpg,train,0.172,-11.5,0.425,눈높이(정면)
curb,image492_jpg.rf.a20dacf81ac0845c7f3da76b050e2ad8.jpg,train,0.53,20.7,0.375,눈높이(정면)
curb,image393_jpg.rf.58a2673d34029244b39c22ae0cbb10b7.jpg,train,0.419,10.7,0.333,눈높이(정면)
curb,image531_jpg.rf.c7d4003f09d2db8063e175cd7a2cf322.jpg,train,0.516,19.4,0.2,눈높이(정면)
curb,image484_jpg.rf.43ab7c4adfa25a4116aa11710b6a00ee.jpg,train,0.331,2.8,0.572,고각도(내려다봄)
curb,image521_jpg.rf.43972084d18b168209a430a22da96433.jpg,train,0.52,19.8,0.0,눈높이(정면)
curb,image37_jpg.rf.c2dd759ff000a4ce7c0ad77a633f8c31.jpg,train,0.692,35.3,0.446,눈높이(정면)
curb,image97_jpg.rf.4f538c4ab1017388fd8839ef46fbcedf.jpg,train,0.729,38.6,0.505,고각도(내려다봄)
curb,image241_jpg.rf.739be84a9750549ac8c5924621884725.jpg,train,0.823,47.1,0.269,눈높이(정면)
curb,bb6ad167cfc93430f127bf650d8ffb3_jpg.rf.1187c577467721920fa460a9748716be.jpg,train,0.255,-4.0,0.629,고각도(내려다봄)
curb,image66_jpg.rf.230c40e02ef655666c1bd00fe5a16d7d.jpg,train,0.291,-0.8,0.436,눈높이(정면)
curb,image88_jpg.rf.d9d0aad6b8010624af6ff841afa39a92.jpg,train,0.022,-25.0,0.64,고각도(내려다봄)
curb,curb20_jpg.rf.03fd7bbea1d02692d3196a75486829d7.jpg,train,0.182,-10.6,0.333,눈높이(정면)
curb,image223_jpg.rf.a0138b44afb1b56e65f2f1400edee3c4.jpg,train,0.445,13.0,0.539,고각도(내려다봄)
curb,image242_jpg.rf.44bc2da404f8fe0272a40a9ef47c2a8b.jpg,train,0.265,-3.2,0.361,눈높이(정면)
curb,image136_jpg.rf.153b85af4a4b888ef1b973ea7ce514f4.jpg,train,0.7,36.0,0.418,눈높이(정면)
curb,image480_jpg.rf.9d81ecdd9a830dd8dd1db9334f7026a2.jpg,train,0.492,17.3,0.45,눈높이(정면)
curb,image71_jpg.rf.d3e75de7e0f0ec39192bae34bc5f9075.jpg,train,0.392,8.3,0.038,눈높이(정면)
curb,image564_jpg.rf.507138009eb03a6baf68c0625fee60f0.jpg,train,0.095,-18.5,0.362,눈높이(정면)
curb,image107_jpg.rf.c30337f9d6633520aae9b3b185fb5f2a.jpg,train,0.176,-11.2,0.589,고각도(내려다봄)
curb,image17_jpg.rf.1b9cfaa9114b76c6c41a56021d8ea866.jpg,train,0.558,23.2,0.085,눈높이(정면)
curb,image677_jpg.rf.3b5e939c5b233b4262f912453910f60a.jpg,train,0.845,49.1,0.716,고각도(내려다봄)
curb,d5af76b2b5c3f536ddc42602e180ac1_jpg.rf.e4aaf99a863e479c3a10df2595601faf.jpg,train,0.338,3.4,0.562,고각도(내려다봄)
curb,1cd9c080bbf38da56e925ba43e52b9c4_jpg.rf.49a46c826154ddfb91fdc3cea4190aee.jpg,train,0.577,24.9,0.839,고각도(내려다봄)
curb,image3_jpg.rf.a836fc42e65771b4f589835b01de55f8.jpg,train,0.769,42.2,0.444,눈높이(정면)
curb,image371_jpg.rf.f22f72d8d86083546d8ee978c056dc85.jpg,train,0.217,-7.5,0.0,눈높이(정면)
curb,image520_jpg.rf.4fbf9d825480c1106e7a22be177340c0.jpg,train,0.154,-13.2,0.321,눈높이(정면)
curb,image227_jpg.rf.f679f16121780a240cc347fa9b44653a.jpg,train,0.282,-1.6,0.599,고각도(내려다봄)
curb,image78_jpg.rf.9638dc83f50fa36b2c6db82d517d08f1.jpg,train,0.595,26.6,0.63,고각도(내려다봄)
curb,image69_jpg.rf.76462a819094124842e0b5fb9719f8d0.jpg,train,0.586,25.7,0.59,고각도(내려다봄)
curb,image33_jpg.rf.476e5014c376ffeccf32e311a190a090.jpg,train,0.148,-13.7,0.389,눈높이(정면)
curb,image307_jpg.rf.1623d30d7695c0b07e471ef6b8b09b8e.jpg,train,0.13,-15.3,0.442,눈높이(정면)
curb,image278_jpg.rf.71c36c2de7f028b79febf4efe5ee892c.jpg,train,0.462,14.6,0.59,고각도(내려다봄)
curb,image122_jpg.rf.77bad636530bd0dff2007eabd486769c.jpg,train,0.502,18.2,0.52,고각도(내려다봄)
curb,image256_jpg.rf.68edb881a5e17584c69e5fbf4259189e.jpg,train,0.641,30.7,0.518,고각도(내려다봄)
curb,image689_jpg.rf.d76287b12b08d481fa7ee41f240f0556.jpg,train,0.431,11.8,0.399,눈높이(정면)
curb,image5_jpg.rf.a07ce4246ed486c9d496b8c552f07c85.jpg,train,0.792,44.3,0.561,고각도(내려다봄)
curb,0a24a485d5310e6dfd3a67b093f1884f_jpg.rf.7c2ea82e16cb46d3362ae90f5531bdc4.jpg,train,0.656,32.1,0.882,고각도(내려다봄)
curb,image295_jpg.rf.7bbb8b0dbed2c5aca7d1a23eb575de57.jpg,train,0.053,-22.2,0.421,눈높이(정면)
curb,image21_jpg.rf.74e878b417cd7d9bdb8a73bba5bbbb0b.jpg,train,0.755,41.0,1.0,고각도(내려다봄)
curb,curb2_jpg.rf.e5996b4f5c1716ec55aadf7ea3f09f0f.jpg,train,0.271,-2.6,0.389,눈높이(정면)
curb,image437_jpg.rf.b4a94cff897dc7c4ad0d074246db22e5.jpg,train,0.408,9.7,1.0,고각도(내려다봄)
curb,image167_jpg.rf.59fb67590aabdcebe5a86613250c8d88.jpg,train,0.367,6.0,0.461,눈높이(정면)
curb,image13_jpg.rf.00fd1c100ab037451d451256b44d795a.jpg,train,0.112,-16.9,0.555,고각도(내려다봄)
curb,1c7b656dd3043e16c21d8aee2872e0b1_jpg.rf.3db7fce071a4d1d092d3684c17f713f4.jpg,train,0.6,27.0,0.865,고각도(내려다봄)
curb,image709_jpg.rf.0c87066ea1d7dc8d8fb33c53aabd8c8d.jpg,train,0.844,48.9,0.522,고각도(내려다봄)
curb,f1178a9e74486c0528666b8529abd3e_jpg.rf.f23f9b8ca8221c8acc2be697c610a68d.jpg,train,0.391,8.2,0.573,고각도(내려다봄)
curb,image38_jpg.rf.dc0289c10c58ac3c2a59adedc9d3e141.jpg,train,0.167,-12.0,0.739,고각도(내려다봄)
curb,image270_jpg.rf.8b9b9be08d2ed68499a898ce4ac3b2b7.jpg,train,0.209,-8.2,0.463,눈높이(정면)
curb,image223_jpg.rf.7441837a78dbeb33c273b9c901780349.jpg,train,0.579,25.1,0.538,고각도(내려다봄)
curb,image281_jpg.rf.cd5bca778928a65ca4debcc7a3ec24cf.jpg,train,0.255,-4.1,0.648,고각도(내려다봄)
curb,image288_jpg.rf.23a81e4ea4be950a0421b8fd3f149531.jpg,train,0.27,-2.7,0.484,눈높이(정면)
curb,curb3_jpeg_jpg.rf.01c20e2a628457362154936def2a7fe4.jpg,train,0.532,20.8,0.588,고각도(내려다봄)
curb,image16_jpg.rf.f5e885a0f5c063cca71a896ad6c40485.jpg,train,0.416,10.4,0.621,고각도(내려다봄)
curb,e0d104a233d2ab6efcadf3fb2a3e370_jpg.rf.7c75f0feb900b557ca4c3b8c6f11a4fd.jpg,train,0.701,36.1,0.602,고각도(내려다봄)
curb,image442_jpg.rf.26dc50c5e50975b5c3e6b56e50358775.jpg,train,0.35,4.5,0.56,고각도(내려다봄)
curb,image87_jpg.rf.40f98c8c92a00bfd29e7c01cf7eb80d1.jpg,train,0.235,-5.9,0.386,눈높이(정면)
curb,image550_jpg.rf.f3658ad6a6875024e2999eb01fd3a2cf.jpg,train,0.356,5.1,0.483,눈높이(정면)
curb,image604_jpg.rf.ef28bdaed9f500c56936a48fad1e7989.jpg,train,0.291,-0.8,0.0,눈높이(정면)
curb,image407_jpg.rf.4f7ad47aaeac7d91d3106dfa57ba2b15.jpg,train,0.616,28.4,0.514,고각도(내려다봄)
curb,image263_jpg.rf.16c4b6ce4e3dd66b5b11a432ff4050e3.jpg,train,0.362,5.6,0.665,고각도(내려다봄)
curb,image15_jpg.rf.bf9389c9bcdece043121ae0d2e97301c.jpg,train,0.145,-13.9,1.0,고각도(내려다봄)
curb,image441_jpg.rf.26185d4d1e3fba519b6b31391178ef47.jpg,train,0.105,-17.6,0.238,눈높이(정면)
curb,image133_jpg.rf.4de4fce14bc34ec38946cd0791af4a25.jpg,train,0.472,15.5,0.418,눈높이(정면)
curb,image303_jpg.rf.d1efa1afcd3609d4e74314b48b24ca3d.jpg,train,0.767,42.0,1.0,고각도(내려다봄)
curb,image550_jpg.rf.30505fd36e89d2c5615aebdea9f8bf98.jpg,train,0.398,8.8,0.45,눈높이(정면)
curb,image99_jpg.rf.3786a62bc4f4a0b930cb9c8e6500b8e8.jpg,train,0.176,-11.2,0.576,고각도(내려다봄)
curb,image521_jpg.rf.56398b6582adbade338e672945f38d69.jpg,train,0.593,26.4,0.437,눈높이(정면)
curb,image234_jpg.rf.2ce29ce11724fd2689b7f7dea43e1f7a.jpg,train,0.459,14.3,0.44,눈높이(정면)
curb,image256_jpg.rf.f6fc2a9c027339f31afc8a14fe3ce1ef.jpg,train,0.748,40.3,0.515,고각도(내려다봄)
curb,image28_jpg.rf.4a41cee1c1285c7dc6f644906b4f15d5.jpg,train,0.655,32.0,0.5,고각도(내려다봄)
curb,image661_jpg.rf.5162a17f18a10d9964e2461e62e017c1.jpg,train,0.642,30.8,0.573,고각도(내려다봄)
curb,image19_jpg.rf.6cdcb561ff59e5e0f0211284f9923efd.jpg,train,0.747,40.3,0.254,눈높이(정면)
curb,65eaad5a990a0dacebdb6fdca02ba9a_jpg.rf.444a76db9caabb9dc7486a43f76311dd.jpg,train,0.646,31.1,0.471,눈높이(정면)
curb,image18_jpg.rf.70ec9ef63b8848bb4f2a9839ce24de35.jpg,train,0.521,19.9,0.397,눈높이(정면)
curb,image77_jpg.rf.12968ef472f242bca1504005e80c6cc9.jpg,train,0.708,36.7,0.245,눈높이(정면)
curb,image16_jpg.rf.b7935e9e1c746c1f5f81d03f2d97e214.jpg,train,0.2,-9.0,0.49,눈높이(정면)
curb,image38_jpg.rf.2115d21a66f088e07f9621724b405c57.jpg,train,0.159,-12.7,0.727,고각도(내려다봄)
curb,image401_jpg.rf.363e19302e137f196fe2ac4068b1b307.jpg,train,0.689,35.0,0.333,눈높이(정면)
curb,image47_jpg.rf.c47f2d4de6c43cd4dd7ca205eb0f4da7.jpg,train,0.839,48.5,0.503,고각도(내려다봄)
curb,image150_jpg.rf.8ae25a5e4030f2b46cacbfb7c3eed6d8.jpg,train,0.45,13.5,0.449,눈높이(정면)
curb,image145_jpg.rf.93e37cbaf9e24191d3661bbc14a273ee.jpg,train,0.148,-13.7,0.995,고각도(내려다봄)
curb,image37_jpg.rf.892d02d879da192663397d0c184172fe.jpg,train,0.741,39.7,0.448,눈높이(정면)
curb,image495_jpg.rf.1aaf934d7c34c87357b1074ff996a6b0.jpg,train,0.654,31.9,0.0,눈높이(정면)
curb,image486_jpg.rf.eee04280112963ecb1db2629d3ab5f82.jpg,train,0.43,11.7,0.339,눈높이(정면)
curb,image360_jpg.rf.202bc37db21c9071231f6b968391bde8.jpg,train,0.75,40.5,0.562,고각도(내려다봄)
curb,image352_jpg.rf.314b027b7f0e7c7c01b748252ec183ab.jpg,train,0.418,10.6,0.444,눈높이(정면)
curb,image270_jpg.rf.65cab916f939a3341e7ff4387d68039c.jpg,train,0.232,-6.1,0.474,눈높이(정면)
curb,image175_jpg.rf.66db411a1146d2a7d319735a43fff3b8.jpg,train,0.619,28.7,0.461,눈높이(정면)
curb,image607_jpg.rf.5c574114cb556acd55bb8a6fab0bd3d1.jpg,train,0.798,44.8,0.0,눈높이(정면)
curb,image314_jpg.rf.ab50d7b0ef6f35bfacc6ea033e2ea90e.jpg,train,0.389,8.0,0.584,고각도(내려다봄)
curb,image671_jpg.rf.984bb963ede31df85a3fc0ec08e73cf2.jpg,train,0.742,39.8,0.539,고각도(내려다봄)
curb,image76_jpg.rf.88005a2fee56421c5089e29232d61197.jpg,train,0.279,-1.9,0.148,눈높이(정면)
curb,image3_jpg.rf.c7c874a9430cc94ebb6dd7bd37a942dc.jpg,train,0.395,8.5,0.409,눈높이(정면)
curb,curb2_jpg.rf.9ded7de0f78c00255de6f24a0069a5d2.jpg,train,0.173,-11.4,0.418,눈높이(정면)
curb,image511_jpg.rf.8970fa79997cae41687775cea45b9930.jpg,train,0.563,23.7,0.429,눈높이(정면)
curb,image98_jpg.rf.3ce61000a373503829374f7ea1b95384.jpg,train,0.802,45.2,0.424,눈높이(정면)
